;total_graz;total_mainz;total_chemnitz;total_basel;total_stuttgart;total_marburg;total_halle;total_wien;total_erfurt;rel_graz;rel_mainz;rel_chemnitz;rel_basel;rel_stuttgart;rel_marburg;rel_halle;rel_wien;rel_erfurt;total_A;total_S;total_G;rel_G;rel_A;rel_S
118544640;2;0;0;0;0;0;0;2;0;0.0014285714285714286;0.0;0.0;0.0;0.0;0.0;0.0;0.002840909090909091;0.0;4;0;0;0.0;0.0021347402597402597;0.0
11859950X;0;0;0;1;0;0;0;0;0;0.0;0.0;0.0;0.0016051364365971107;0.0;0.0;0.0;0.0;0.0;0;1;0;0.0;0.0;0.0016051364365971107
118550683;0;0;3;3;2;0;3;2;0;0.0;0.0;0.022900763358778626;0.004815409309791332;0.002936857562408223;0.0;0.0023237800154918666;0.002840909090909091;0.0;2;3;8;0.004693566822779786;0.0014204545454545455;0.004815409309791332
119059614;0;0;0;0;0;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.000774593338497289;0.0;0.0;0;0;1;0.00012909888974954817;0.0;0.0
118560328;0;0;0;0;0;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.000774593338497289;0.0;0.0;0;0;1;0.00012909888974954817;0.0;0.0
120532492;0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014204545454545455;0.0;1;0;0;0.0;0.0007102272727272727;0.0
118797824;0;0;0;0;1;0;1;0;0;0.0;0.0;0.0;0.0;0.0014684287812041115;0.0;0.000774593338497289;0.0;0.0;0;0;2;0.00037383701995023343;0.0;0.0
118625063;0;0;0;0;1;0;3;0;0;0.0;0.0;0.0;0.0;0.0014684287812041115;0.0;0.0023237800154918666;0.0;0.0;0;0;4;0.0006320347994493297;0.0;0.0
116579048;0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014204545454545455;0.0;1;0;0;0.0;0.0007102272727272727;0.0
132838532;0;0;0;0;0;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.000774593338497289;0.0;0.0;0;0;1;0.00012909888974954817;0.0;0.0
118680013;0;0;0;0;1;0;1;0;0;0.0;0.0;0.0;0.0;0.0014684287812041115;0.0;0.000774593338497289;0.0;0.0;0;0;2;0.00037383701995023343;0.0;0.0
129208477;0;0;0;1;0;0;0;0;0;0.0;0.0;0.0;0.0016051364365971107;0.0;0.0;0.0;0.0;0.0;0;1;0;0.0;0.0;0.0016051364365971107
118632078;0;0;0;0;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0014684287812041115;0.0;0.0;0.0;0.0;0;0;1;0.00024473813020068524;0.0;0.0
118834258;0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014204545454545455;0.0;1;0;0;0.0;0.0007102272727272727;0.0
116852038;0;0;0;0;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0014684287812041115;0.0;0.0;0.0;0.0;0;0;1;0.00024473813020068524;0.0;0.0
118613774;0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014204545454545455;0.0;1;0;0;0.0;0.0007102272727272727;0.0
120821044;1;0;0;0;1;2;0;0;0;0.0007142857142857143;0.0;0.0;0.0;0.0014684287812041115;0.0045871559633027525;0.0;0.0;0.0;1;0;3;0.0010092641240844775;0.00035714285714285714;0.0
118568051;0;0;0;2;0;0;1;0;1;0.0;0.0;0.0;0.0032102728731942215;0.0;0.0;0.000774593338497289;0.0;0.003115264797507788;0;2;2;0.0006483096893341795;0.0;0.0032102728731942215
118746278;0;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002840909090909091;0.0;2;0;0;0.0;0.0014204545454545455;0.0
132696568;0;0;0;0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003115264797507788;0;0;1;0.0005192107995846313;0.0;0.0
13888773X;0;0;0;0;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0014684287812041115;0.0;0.0;0.0;0.0;0;0;1;0.00024473813020068524;0.0;0.0
118740008;0;0;0;0;0;0;0;1;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014204545454545455;0.006230529595015576;1;0;2;0.0010384215991692627;0.0007102272727272727;0.0
118720074;1;0;0;0;0;0;0;0;0;0.0007142857142857143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0.0;0.00035714285714285714;0.0
1129618749;0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014204545454545455;0.0;1;0;0;0.0;0.0007102272727272727;0.0
119053101;0;0;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0022935779816513763;0.0;0.0;0.0;0;0;1;0.00038226299694189603;0.0;0.0
123266165;0;0;0;0;0;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.000774593338497289;0.0;0.0;0;0;1;0.00012909888974954817;0.0;0.0
120053276;0;1;0;0;0;0;0;5;0;0.0;0.001851851851851852;0.0;0.0;0.0;0.0;0.0;0.007102272727272727;0.0;5;0;1;0.00030864197530864197;0.0035511363636363635;0.0
130878499;0;0;0;0;0;3;0;0;0;0.0;0.0;0.0;0.0;0.0;0.006880733944954129;0.0;0.0;0.0;0;0;3;0.0011467889908256881;0.0;0.0
118582054;1;0;0;0;0;0;0;0;0;0.0007142857142857143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0.0;0.00035714285714285714;0.0
